category,title,description,upvotes,has_images,hour,area,priority
streetlight,Streetlight issue in Whitefield,kamba broken in recent rain. This is happening in Whitefield near the landmark.,32,0,22,Whitefield,high
streetlight,Streetlight issue in Whitefield,streetlight not working since week. This is happening in Whitefield near the landmark.,0,0,15,Whitefield,low
streetlight,Streetlight issue in HSR Layout,night time visibility is zero on this street. This is happening in HSR Layout near the landmark.,49,0,4,HSR Layout,high
streetlight,Streetlight issue in Whitefield,entire block has no streetlights. This is happening in Whitefield near the landmark.,43,0,18,Whitefield,high
streetlight,Streetlight issue in Koramangala,light kamba not working. This is happening in Koramangala near the landmark.,28,0,23,Koramangala,high
streetlight,Streetlight issue in Koramangala,streetlight not working since week. This is happening in Koramangala near the landmark.,39,1,22,Koramangala,high
streetlight,Streetlight issue in HSR Layout,bulb fused in streetlight. This is happening in HSR Layout near the landmark.,33,0,14,HSR Layout,high
streetlight,Streetlight issue in MG Road,"dark road at night, no lights. This is happening in MG Road near the landmark.",19,1,12,MG Road,medium
streetlight,Streetlight issue in Koramangala,unsafe area at night due to no streetlights. This is happening in Koramangala near the landmark.,23,1,6,Koramangala,medium
streetlight,Streetlight issue in Indiranagar,light kamba not working. This is happening in Indiranagar near the landmark.,47,1,20,Indiranagar,high
streetlight,Streetlight issue in Jayanagar,bulb fused in streetlight. This is happening in Jayanagar near the landmark.,43,1,4,Jayanagar,high
streetlight,Streetlight issue in Jayanagar,dangerous for women at night due to dark kamba. This is happening in Jayanagar near the landmark.,18,0,14,Jayanagar,medium
streetlight,Streetlight issue in Whitefield,bulb fused in streetlight. This is happening in Whitefield near the landmark.,7,0,22,Whitefield,medium
streetlight,Streetlight issue in HSR Layout,light kamba not working. This is happening in HSR Layout near the landmark.,31,0,6,HSR Layout,high
streetlight,Streetlight issue in Koramangala,unsafe area at night due to no streetlights. This is happening in Koramangala near the landmark.,7,0,1,Koramangala,medium
streetlight,Streetlight issue in HSR Layout,"dark road at night, no lights. This is happening in HSR Layout near the landmark.",38,0,10,HSR Layout,high
streetlight,Streetlight issue in Whitefield,"dark road at night, no lights. This is happening in Whitefield near the landmark.",48,0,1,Whitefield,high
streetlight,Streetlight issue in HSR Layout,night time visibility is zero on this street. This is happening in HSR Layout near the landmark.,41,1,22,HSR Layout,high
streetlight,Streetlight issue in Malleshwaram,unsafe area at night due to no streetlights. This is happening in Malleshwaram near the landmark.,43,0,20,Malleshwaram,high
streetlight,Streetlight issue in Whitefield,entire block has no streetlights. This is happening in Whitefield near the landmark.,24,0,17,Whitefield,medium
streetlight,Streetlight issue in Koramangala,unsafe area at night due to no streetlights. This is happening in Koramangala near the landmark.,27,0,4,Koramangala,high
streetlight,Streetlight issue in Koramangala,entire block has no streetlights. This is happening in Koramangala near the landmark.,31,0,7,Koramangala,high
streetlight,Streetlight issue in Indiranagar,bulb fused in streetlight. This is happening in Indiranagar near the landmark.,44,1,22,Indiranagar,high
streetlight,Streetlight issue in Koramangala,flickering light on main road. This is happening in Koramangala near the landmark.,28,1,4,Koramangala,high
streetlight,Streetlight issue in MG Road,dangerous for women at night due to dark kamba. This is happening in MG Road near the landmark.,0,0,2,MG Road,low
streetlight,Streetlight issue in Jayanagar,dangerous for women at night due to dark kamba. This is happening in Jayanagar near the landmark.,1,1,10,Jayanagar,low
streetlight,Streetlight issue in Koramangala,streetlight not working since week. This is happening in Koramangala near the landmark.,8,1,22,Koramangala,medium
streetlight,Streetlight issue in HSR Layout,bulb fused in streetlight. This is happening in HSR Layout near the landmark.,40,1,14,HSR Layout,high
streetlight,Streetlight issue in Jayanagar,streetlight not working since week. This is happening in Jayanagar near the landmark.,11,1,1,Jayanagar,medium
streetlight,Streetlight issue in Jayanagar,light kamba not working. This is happening in Jayanagar near the landmark.,0,1,0,Jayanagar,low
streetlight,Streetlight issue in HSR Layout,night time visibility is zero on this street. This is happening in HSR Layout near the landmark.,30,0,14,HSR Layout,high
streetlight,Streetlight issue in Malleshwaram,flickering light on main road. This is happening in Malleshwaram near the landmark.,17,0,13,Malleshwaram,medium
streetlight,Streetlight issue in Whitefield,light kamba not working. This is happening in Whitefield near the landmark.,0,1,7,Whitefield,low
streetlight,Streetlight issue in HSR Layout,"dark road at night, no lights. This is happening in HSR Layout near the landmark.",30,1,20,HSR Layout,high
streetlight,Streetlight issue in Whitefield,flickering light on main road. This is happening in Whitefield near the landmark.,11,0,1,Whitefield,medium
streetlight,Streetlight issue in Indiranagar,flickering light on main road. This is happening in Indiranagar near the landmark.,50,0,21,Indiranagar,high
streetlight,Streetlight issue in MG Road,unsafe area at night due to no streetlights. This is happening in MG Road near the landmark.,11,0,15,MG Road,medium
streetlight,Streetlight issue in Indiranagar,dangerous for women at night due to dark kamba. This is happening in Indiranagar near the landmark.,33,1,11,Indiranagar,high
streetlight,Streetlight issue in MG Road,entire block has no streetlights. This is happening in MG Road near the landmark.,44,1,15,MG Road,high
streetlight,Streetlight issue in Whitefield,kamba broken in recent rain. This is happening in Whitefield near the landmark.,37,1,22,Whitefield,high
streetlight,Streetlight issue in MG Road,light kamba not working. This is happening in MG Road near the landmark.,33,0,19,MG Road,high
streetlight,Streetlight issue in Jayanagar,entire block has no streetlights. This is happening in Jayanagar near the landmark.,4,0,9,Jayanagar,low
streetlight,Streetlight issue in Jayanagar,light kamba not working. This is happening in Jayanagar near the landmark.,22,0,11,Jayanagar,medium
streetlight,Streetlight issue in Whitefield,dangerous for women at night due to dark kamba. This is happening in Whitefield near the landmark.,48,1,7,Whitefield,high
streetlight,Streetlight issue in HSR Layout,streetlight not working since week. This is happening in HSR Layout near the landmark.,27,0,8,HSR Layout,high
streetlight,Streetlight issue in MG Road,"dark road at night, no lights. This is happening in MG Road near the landmark.",48,1,23,MG Road,high
streetlight,Streetlight issue in Malleshwaram,unsafe area at night due to no streetlights. This is happening in Malleshwaram near the landmark.,25,0,21,Malleshwaram,medium
streetlight,Streetlight issue in Whitefield,dangerous for women at night due to dark kamba. This is happening in Whitefield near the landmark.,4,1,1,Whitefield,low
streetlight,Streetlight issue in Jayanagar,bulb fused in streetlight. This is happening in Jayanagar near the landmark.,34,1,14,Jayanagar,high
streetlight,Streetlight issue in MG Road,light kamba not working. This is happening in MG Road near the landmark.,4,0,11,MG Road,low
streetlight,Streetlight issue in HSR Layout,kamba broken in recent rain. This is happening in HSR Layout near the landmark.,18,1,15,HSR Layout,medium
streetlight,Streetlight issue in Malleshwaram,dangerous for women at night due to dark kamba. This is happening in Malleshwaram near the landmark.,14,1,23,Malleshwaram,medium
streetlight,Streetlight issue in Whitefield,kamba broken in recent rain. This is happening in Whitefield near the landmark.,47,1,20,Whitefield,high
streetlight,Streetlight issue in Indiranagar,night time visibility is zero on this street. This is happening in Indiranagar near the landmark.,27,0,18,Indiranagar,high
streetlight,Streetlight issue in Malleshwaram,entire block has no streetlights. This is happening in Malleshwaram near the landmark.,23,0,1,Malleshwaram,medium
streetlight,Streetlight issue in HSR Layout,night time visibility is zero on this street. This is happening in HSR Layout near the landmark.,24,1,1,HSR Layout,medium
streetlight,Streetlight issue in Indiranagar,flickering light on main road. This is happening in Indiranagar near the landmark.,6,1,9,Indiranagar,medium
streetlight,Streetlight issue in MG Road,bulb fused in streetlight. This is happening in MG Road near the landmark.,36,1,19,MG Road,high
streetlight,Streetlight issue in Jayanagar,dangerous for women at night due to dark kamba. This is happening in Jayanagar near the landmark.,17,0,22,Jayanagar,medium
streetlight,Streetlight issue in Indiranagar,entire block has no streetlights. This is happening in Indiranagar near the landmark.,24,1,21,Indiranagar,medium
streetlight,Streetlight issue in Whitefield,"dark road at night, no lights. This is happening in Whitefield near the landmark.",47,1,7,Whitefield,high
streetlight,Streetlight issue in HSR Layout,flickering light on main road. This is happening in HSR Layout near the landmark.,35,1,7,HSR Layout,high
streetlight,Streetlight issue in Jayanagar,unsafe area at night due to no streetlights. This is happening in Jayanagar near the landmark.,3,0,11,Jayanagar,low
streetlight,Streetlight issue in Indiranagar,flickering light on main road. This is happening in Indiranagar near the landmark.,33,1,16,Indiranagar,high
streetlight,Streetlight issue in Whitefield,"dark road at night, no lights. This is happening in Whitefield near the landmark.",42,0,6,Whitefield,high
streetlight,Streetlight issue in Malleshwaram,dangerous for women at night due to dark kamba. This is happening in Malleshwaram near the landmark.,20,1,12,Malleshwaram,medium
streetlight,Streetlight issue in Koramangala,light kamba not working. This is happening in Koramangala near the landmark.,43,1,0,Koramangala,high
streetlight,Streetlight issue in Malleshwaram,kamba broken in recent rain. This is happening in Malleshwaram near the landmark.,12,1,18,Malleshwaram,medium
streetlight,Streetlight issue in MG Road,streetlight not working since week. This is happening in MG Road near the landmark.,7,1,14,MG Road,medium
streetlight,Streetlight issue in MG Road,unsafe area at night due to no streetlights. This is happening in MG Road near the landmark.,22,0,17,MG Road,medium
streetlight,Streetlight issue in MG Road,unsafe area at night due to no streetlights. This is happening in MG Road near the landmark.,27,0,19,MG Road,high
